[il],[ilce],[mahalle/koy],[lat],[lon]
ERZURUM, HORASAN, KIRKGÖZELER MAH., 39.999099, 42.035640
ERZURUM, HORASAN, KIRKLAR MAH., ---, ---
ERZURUM, HORASAN, KIZILCA MAH., 40.050295, 41.960738
ERZURUM, HORASAN, KIZLARKALE MAH., 40.170186, 42.026665
ERZURUM, HORASAN, KÜÇÜKKONAK MAH., 40.095822, 41.956175
ERZURUM, HORASAN, KÜKÜRTLÜ MAH., 39.952532, 42.048189
ERZURUM, HORASAN, MOLLAAHMET MAH., 39.955608, 42.457057
ERZURUM, HORASAN, MOLLAMELİK MAH., 40.115143, 42.045853
ERZURUM, HORASAN, MURATBAĞI MAH., 40.158022, 42.022946
ERZURUM, HORASAN, MÜMTAZ TURAN MAH., 40.033772, 42.147453
ERZURUM, HORASAN, PINAR MAH., 39.963592, 42.183305
ERZURUM, HORASAN, PİRALİ MAH., 40.095622, 42.413741
ERZURUM, HORASAN, PİRHASAN MAH., 39.884434, 42.197327
ERZURUM, HORASAN, SAÇLIK MAH., 39.866320, 42.189126
ERZURUM, HORASAN, SEKMAN MAH., ---, ---
ERZURUM, HORASAN, ŞEREFİYE MAH., 40.044461, 42.173666
ERZURUM, HORASAN, ŞEYHYUSUF MAH., 40.002401, 42.385704
ERZURUM, HORASAN, TAHİRHOCA MAH., 40.038192, 42.192863
ERZURUM, HORASAN, TAVŞANCIK MAH., 40.114936, 42.372948
ERZURUM, HORASAN, TEKNECİK MAH., 40.015782, 42.446682
ERZURUM, HORASAN, YARBOĞAZ MAH., 39.955173, 42.216102
ERZURUM, HORASAN, YAYLACIK MAH., 39.911328, 42.302646
ERZURUM, HORASAN, YAZILITAŞ MAH., 39.871429, 42.275831
ERZURUM, HORASAN, YENİ MAH., 40.040746, 42.163775
ERZURUM, HORASAN, YEŞİLDERE MAH., 40.126467, 42.084724
ERZURUM, HORASAN, YEŞİLÖZ MAH., 39.933759, 42.275678
ERZURUM, HORASAN, YILDIRAN MAH., 40.057626, 41.938128
ERZURUM, HORASAN, YUKARIBADEMÖZÜ MAH., 40.160924, 42.180951
ERZURUM, HORASAN, YUKARIHORUM MAH., 40.204627, 42.189575
ERZURUM, HORASAN, YUKARITAHİRHOCA MAH., 40.002008, 42.217602
ERZURUM, HORASAN, YÜRÜKATLI MAH., 40.085094, 41.994641
ERZURUM, HORASAN, YÜZÖREN MAH., 39.988424, 42.103606
ERZURUM, KARAYAZI, ABDURRAHMANKÖY MAH., 39.596961, 42.495802
ERZURUM, KARAYAZI, AĞAÇLI MAH., 39.507343, 42.198603
ERZURUM, KARAYAZI, AKARSU MAH., 39.572209, 41.886528
ERZURUM, KARAYAZI, AKPINAR MAH., 39.614674, 42.345639
ERZURUM, KARAYAZI, ALEMDAĞI MAH., 39.612874, 41.894101
ERZURUM, KARAYAZI, ALİKÜLLEK MAH., 39.504392, 42.258305
ERZURUM, KARAYAZI, ANITLI MAH., 39.804081, 42.267719
ERZURUM, KARAYAZI, AŞAĞIİNCESU MAH., 39.668304, 41.988218
ERZURUM, KARAYAZI, AŞAĞISÖYLEMEZ MAH., 39.632687, 41.800245
ERZURUM, KARAYAZI, AYDINSU MAH., 39.511337, 42.328113
ERZURUM, KARAYAZI, BAYRAKTAR MAH., 39.703597, 42.147022
ERZURUM, KARAYAZI, BEZİRHANE MAH., 39.711687, 42.088326
ERZURUM, KARAYAZI, ÇAKMAKÖZÜ MAH., 39.653209, 42.277727
ERZURUM, KARAYAZI, ÇALIŞKAN MAH., 39.615063, 42.462142
ERZURUM, KARAYAZI, ÇALTILI MAH., 39.500328, 41.978129
ERZURUM, KARAYAZI, ÇATALÖREN MAH., 39.787894, 42.025686
ERZURUM, KARAYAZI, ÇAVUŞKÖY MAH., 39.579418, 41.931498
ERZURUM, KARAYAZI, ÇAYIRBEYLİ MAH., 39.822294, 42.227717
ERZURUM, KARAYAZI, ÇELİKLİ MAH., 39.633125, 42.408180
ERZURUM, KARAYAZI, ÇEPİ MAH., 39.648557, 42.143985
ERZURUM, KARAYAZI, DEĞİRMENKAYA MAH., 39.452842, 42.166641
ERZURUM, KARAYAZI, DORUCA MAH., 39.546148, 42.283045
ERZURUM, KARAYAZI, DÖRTPINAR MAH., 39.633305, 42.488867
ERZURUM, KARAYAZI, DURUCA MAH., 39.646807, 42.243159
ERZURUM, KARAYAZI, DÜNDAR MAH., 39.506536, 41.954001
ERZURUM, KARAYAZI, ELMAAĞAÇ MAH., 39.657570, 42.124151
ERZURUM, KARAYAZI, GEVENTEPE MAH., 39.535249, 42.260713
ERZURUM, KARAYAZI, GÖKSU MAH., 39.497781, 42.159805
ERZURUM, KARAYAZI, GÖKTEPE MAH., 39.705068, 42.321241
ERZURUM, KARAYAZI, GÜLLÜ MAH., 39.701800, 42.385399
ERZURUM, KARAYAZI, HACIBAYRAM MAH., 39.492798, 42.044937
ERZURUM, KARAYAZI, HASANOVA MAH., 39.630054, 42.308754
ERZURUM, KARAYAZI, KAPANLI MAH., 39.533224, 41.947811
ERZURUM, KARAYAZI, KARAAĞIL MAH., 39.701585, 42.051459
ERZURUM, KARAYAZI, KARABEY MAH., 39.689281, 42.395271
ERZURUM, KARAYAZI, KARAKALE MAH., 39.663805, 41.907270
ERZURUM, KARAYAZI, KARAKAYA MAH., 39.674580, 42.332479
ERZURUM, KARAYAZI, KARASU MAH., 39.705512, 42.000767
ERZURUM, KARAYAZI, KARŞIYAKA MAH., 39.705554, 42.110829
ERZURUM, KARAYAZI, KAYALAR MAH., 39.603362, 42.407273
ERZURUM, KARAYAZI, KAZBEL MAH., 39.593535, 42.010577
ERZURUM, KARAYAZI, KIRGINDERE MAH., 39.722676, 41.984984
ERZURUM, KARAYAZI, KIRIKPINAR MAH., 39.607712, 42.439971
ERZURUM, KARAYAZI, KÖSEHASAN MAH., 39.549082, 42.050812
ERZURUM, KARAYAZI, KÖYCEĞİZ MAH., 39.687678, 42.187688
ERZURUM, KARAYAZI, KURUPINAR MAH., 39.492916, 42.111206
ERZURUM, KARAYAZI, MOLLA OSMAN MAH., 39.640355, 42.330772
ERZURUM, KARAYAZI, MOLLABEKİR MAH., 39.595446, 42.371340
ERZURUM, KARAYAZI, MURATLI MAH., 39.662521, 42.332209
ERZURUM, KARAYAZI, PAYVEREN MAH., 39.743165, 41.917969
ERZURUM, KARAYAZI, SALYAMAÇ MAH., 39.617439, 42.027186
ERZURUM, KARAYAZI, SANCAKTAR MAH., 39.516055, 42.006822
ERZURUM, KARAYAZI, SARIÇİÇEK MAH., 39.722642, 42.287366
ERZURUM, KARAYAZI, SELENLİ MAH., 39.565104, 42.453671
ERZURUM, KARAYAZI, SUKONAK MAH., 39.669581, 42.433189
ERZURUM, KARAYAZI, SULUTAŞ MAH., 39.476600, 42.240554
ERZURUM, KARAYAZI, ŞAKİRKÖY MAH., 39.512750, 42.098630
ERZURUM, KARAYAZI, TAŞAN MAH., 39.660820, 42.254397
ERZURUM, KARAYAZI, TOSUNLU MAH., 39.547935, 42.197282
ERZURUM, KARAYAZI, TURNAGÖL MAH., 39.796542, 42.132271
ERZURUM, KARAYAZI, UĞURDALI MAH., 39.658910, 42.381284
ERZURUM, KARAYAZI, ULUCANLAR MAH., 39.484069, 42.275032
ERZURUM, KARAYAZI, ÜZENGİLİ MAH., 39.654855, 42.188434
ERZURUM, KARAYAZI, YAHYAKÖY MAH., 39.540917, 41.958501
ERZURUM, KARAYAZI, YALINDAL MAH., 39.542239, 42.318941
ERZURUM, KARAYAZI, YENİ MAH., 39.701543, 42.142970
ERZURUM, KARAYAZI, YENİKÖY MAH., 39.728586, 41.997264
ERZURUM, KARAYAZI, YEŞİLOVA MAH., 39.766899, 42.018751
ERZURUM, KARAYAZI, YEŞİLYURT MAH., 39.629228, 42.461190
ERZURUM, KARAYAZI, YİĞİTYOLU MAH., 39.546516, 42.355233
ERZURUM, KARAYAZI, YOLGÖREN MAH., 39.531569, 41.992952
ERZURUM, KARAYAZI, YUKARICİHANBEY MAH., 39.793001, 42.242746
ERZURUM, KARAYAZI, YUKARIÇIĞILGAN MAH., 39.695554, 41.890005
ERZURUM, KARAYAZI, YUKARISÖYLEMEZ MAH., 39.613791, 41.845727
ERZURUM, KARAYAZI, YÜCELİK MAH., 39.755418, 42.105502
ERZURUM, KARAÇOBAN, AKKAVAK MAH., 39.272199, 41.996536
ERZURUM, KARAÇOBAN, BAĞLAR MAH., 39.345845, 42.085002
ERZURUM, KARAÇOBAN, BAHÇELİ MAH., 39.352785, 42.112257
ERZURUM, KARAÇOBAN, BİNPINAR MAH., 39.361439, 42.048054
ERZURUM, KARAÇOBAN, BOZYAR MAH., 39.250648, 42.018194
ERZURUM, KARAÇOBAN, BUDAKLI MAH., 39.324812, 42.029307
ERZURUM, KARAÇOBAN, BURNAZ MAH., 39.345887, 41.991362
ERZURUM, KARAÇOBAN, ÇATALGÜL MAH., 39.245926, 41.980860
ERZURUM, KARAÇOBAN, DEDEÖREN MAH., 39.367429, 41.950533
ERZURUM, KARAÇOBAN, DOĞANBEY MAH., 39.304785, 42.145001
ERZURUM, KARAÇOBAN, DUMAN MAH., 39.305169, 41.935891
ERZURUM, KARAÇOBAN, ERENLER MAH., 39.458949, 42.088434
ERZURUM, KARAÇOBAN, ERHANLAR MAH., 39.350295, 42.111619
ERZURUM, KARAÇOBAN, GÜNDÜZ MAH., 39.390686, 42.106095
ERZURUM, KARAÇOBAN, HACILAR MAH., 39.346647, 42.098612
ERZURUM, KARAÇOBAN, KARAGÖZ MAH., 39.333338, 42.197112
ERZURUM, KARAÇOBAN, KARAKÖPRÜ MAH., 39.316292, 41.964367
ERZURUM, KARAÇOBAN, KARMIŞ MAH., 39.340509, 41.932235
ERZURUM, KARAÇOBAN, KAVAKLI MAH., 39.355658, 42.104711
ERZURUM, KARAÇOBAN, KIRIMKAYA MAH., 39.363643, 42.160407
ERZURUM, KARAÇOBAN, KOPAL MAH., 39.445118, 42.208880
ERZURUM, KARAÇOBAN, KUŞLUCA MAH., 39.261250, 42.039529
ERZURUM, KARAÇOBAN, MARUF MAH., 39.309021, 41.912822
ERZURUM, KARAÇOBAN, MOLLADAVUT MAH., 39.249838, 41.930456
ERZURUM, KARAÇOBAN, OVAYONCALI MAH., 39.344596, 41.969865
ERZURUM, KARAÇOBAN, SARIVELİ MAH., 39.370490, 42.108448
ERZURUM, KARAÇOBAN, SEYHAN MAH., 39.350678, 42.112742
ERZURUM, KÖPRÜKÖY, AĞCAŞAR MAH., 39.915285, 41.982289
ERZURUM, KÖPRÜKÖY, AKÇAM MAH., 39.859197, 41.982747
ERZURUM, KÖPRÜKÖY, ALACA MAH., 39.839325, 41.894326
ERZURUM, KÖPRÜKÖY, AŞAĞIÇAKMAK MAH., 40.027571, 41.930474
ERZURUM, KÖPRÜKÖY, AŞAĞIKIZILKALE MAH., 39.709530, 41.762103
ERZURUM, KÖPRÜKÖY, ATAKÖY MAH., 39.707684, 41.825784
ERZURUM, KÖPRÜKÖY, BUĞDAYLI MAH., 39.974658, 41.983421
ERZURUM, KÖPRÜKÖY, CAMİKEBİR MAH., 39.974651, 41.871302
ERZURUM, KÖPRÜKÖY, ÇULLU MAH., 39.746223, 41.858698
ERZURUM, KÖPRÜKÖY, DEREBAŞI MAH., 39.903040, 41.849446
ERZURUM, KÖPRÜKÖY, DİLEK MAH., 39.696471, 41.775137
ERZURUM, KÖPRÜKÖY, DUATEPE MAH., 39.770600, 41.819945
ERZURUM, KÖPRÜKÖY, DUMANKAYA MAH., 39.859398, 42.015293
ERZURUM, KÖPRÜKÖY, EĞİRMEZ MAH., 39.947872, 41.830976
ERZURUM, KÖPRÜKÖY, EMRE MAH., 39.969399, 41.959310
ERZURUM, KÖPRÜKÖY, EYÜPLER MAH., 39.779022, 41.766657
ERZURUM, KÖPRÜKÖY, GEYİKLİ MAH., 39.803450, 42.058978
ERZURUM, KÖPRÜKÖY, GÖLÇAYIR MAH., 39.863060, 41.915301
ERZURUM, KÖPRÜKÖY, GÜZELHİSAR MAH., 39.828493, 41.983519
ERZURUM, KÖPRÜKÖY, ILICASU MAH., 40.125888, 41.886151
ERZURUM, KÖPRÜKÖY, KARATAŞLAR MAH., 39.850224, 41.963451
ERZURUM, KÖPRÜKÖY, KAYABAŞI MAH., 39.848721, 41.856183
ERZURUM, KÖPRÜKÖY, KIYIKONAK MAH., 39.923613, 41.887166
ERZURUM, KÖPRÜKÖY, MARİFET MAH., 39.841693, 41.825982
ERZURUM, KÖPRÜKÖY, MESCİTLİ MAH., 39.767280, 41.804548
ERZURUM, KÖPRÜKÖY, ORTAKLAR MAH., 40.072279, 41.893706
ERZURUM, KÖPRÜKÖY, ÖRENTAŞ MAH., 40.085128, 41.860163
ERZURUM, KÖPRÜKÖY, PEKECİK MAH., 39.890634, 41.872811
ERZURUM, KÖPRÜKÖY, SARITAŞ MAH., 39.782335, 41.875317
ERZURUM, KÖPRÜKÖY, SAVATLI MAH., 40.048693, 41.841424
ERZURUM, KÖPRÜKÖY, SOĞUKSU MAH., 39.895277, 41.957774
ERZURUM, KÖPRÜKÖY, ŞEHİTLER MAH., 39.969551, 41.870907
ERZURUM, KÖPRÜKÖY, TOPÇU MAH., 39.789841, 41.908007
ERZURUM, KÖPRÜKÖY, YAĞAN MAH., 39.940466, 41.904414
ERZURUM, KÖPRÜKÖY, YAPAĞILI MAH., 40.022606, 41.957163
ERZURUM, KÖPRÜKÖY, YEMLİK MAH., 39.795378, 41.816675
ERZURUM, KÖPRÜKÖY, YEŞİLÖZ MAH., 40.045345, 41.880195
ERZURUM, KÖPRÜKÖY, YILANLI MAH., 39.804351, 41.756587
ERZURUM, KÖPRÜKÖY, YUKARIKIZILCA MAH., 39.892136, 42.029172
ERZURUM, KÖPRÜKÖY, YUKARIKIZILKALE MAH., 39.724730, 41.746571
ERZURUM, KÖPRÜKÖY, YUKARISÖĞÜTLÜ MAH., 40.006305, 41.929090
ERZURUM, KÖPRÜKÖY, ZİYARET MAH., 39.973663, 41.873143
ERZURUM, NARMAN, ALABALIK MAH., 40.429769, 41.935918
ERZURUM, NARMAN, ALACAYAR MAH., 40.281781, 41.895601
ERZURUM, NARMAN, ARAKÖY MAH., 40.382420, 41.941119
ERZURUM, NARMAN, AŞAĞIYAYLA MAH., 40.294288, 41.798601
ERZURUM, NARMAN, BAŞKALE MAH., 40.214442, 41.760360
ERZURUM, NARMAN, BEYLER MAH., 40.350840, 41.800021
ERZURUM, NARMAN, BOĞAKALE MAH., 40.194074, 41.702724
ERZURUM, NARMAN, CAMİİKEBİR MAH., 40.349899, 41.854863
ERZURUM, NARMAN, CAMİİSAĞIR MAH., 40.345253, 41.871014
ERZURUM, NARMAN, ÇAMLIYAYLA MAH., 40.187709, 41.828237
ERZURUM, NARMAN, ÇİMENLİ MAH., 40.174507, 41.901458
ERZURUM, NARMAN, DAĞYOLU MAH., 40.380009, 41.843966
ERZURUM, NARMAN, DEMİRDAĞ MAH., 40.321150, 41.699948
ERZURUM, NARMAN, ERGAZİ MAH., 40.241260, 41.805204
ERZURUM, NARMAN, GÖKDAĞ MAH., 40.353383, 41.826979
ERZURUM, NARMAN, GÖLLÜ MAH., 40.235980, 41.873557
ERZURUM, NARMAN, GÜLLÜDAĞ MAH., 40.376870, 42.141991
ERZURUM, NARMAN, GÜVENLİK MAH., 40.384131, 42.039889
ERZURUM, NARMAN, KAMIŞÖZÜ MAH., 40.327077, 41.809147
ERZURUM, NARMAN, KARADAĞ MAH., 40.347486, 41.776566
ERZURUM, NARMAN, KARAPINAR MAH., 40.296675, 41.676915
ERZURUM, NARMAN, KIŞLAKÖY MAH., 40.326988, 42.025983
ERZURUM, NARMAN, KİLİMLİ MAH., 40.325846, 41.986511
ERZURUM, NARMAN, KOÇKAYA MAH., 40.393452, 41.961367
ERZURUM, NARMAN, KOYUNÖREN MAH., 40.256280, 41.917341
ERZURUM, NARMAN, KURUÇALI MAH., 40.392875, 41.907863
ERZURUM, NARMAN, MAHMUTÇAVUŞ MAH., 40.335732, 41.948791
ERZURUM, NARMAN, MERCİMEKLİ MAH., 40.220612, 41.832782
ERZURUM, NARMAN, PINARYOLU MAH., 40.354682, 42.105906
ERZURUM, NARMAN, SAMİKALE MAH., 40.376258, 41.883169
ERZURUM, NARMAN, SAPANLI MAH., 40.343417, 41.762228
ERZURUM, NARMAN, SAVAŞÇILAR MAH., 40.297369, 41.764726
ERZURUM, NARMAN, SERİNSU MAH., 40.354717, 41.996446
ERZURUM, NARMAN, SÜLÜKLÜ MAH., 40.312053, 41.821338
ERZURUM, NARMAN, SÜTPINAR MAH., 40.294123, 41.983735
ERZURUM, NARMAN, ŞEHİTLER MAH., 40.323605, 41.738962
ERZURUM, NARMAN, ŞEKERLİ MAH., 40.314109, 41.924383
ERZURUM, NARMAN, TAŞBURUN MAH., 40.335767, 42.072309
ERZURUM, NARMAN, TELLİ MAH., 40.211838, 41.795152
ERZURUM, NARMAN, TOYGARLI MAH., 40.178600, 41.874239
ERZURUM, NARMAN, TUZLA MAH., 40.346655, 41.871104
ERZURUM, NARMAN, TUZTAŞI MAH., 40.384955, 42.002052
ERZURUM, NARMAN, YANIKTAŞ MAH., 40.272507, 41.862283
ERZURUM, NARMAN, YOLDERE MAH., 40.293318, 41.861268
ERZURUM, NARMAN, YUKARIYAYLA MAH., 40.282765, 41.796427
ERZURUM, OLTU, ALATARLA MAH., 40.632566, 41.793804
ERZURUM, OLTU, ARITAŞ MAH., 40.670982, 41.842295
ERZURUM, OLTU, ASLANPAŞA MAH., 40.544681, 41.995916
ERZURUM, OLTU, AŞAĞIÇAMLI MAH., 40.545551, 42.093078
ERZURUM, OLTU, AŞAĞIKUMLU MAH., 40.636124, 42.146707
ERZURUM, OLTU, AYVALI MAH., 40.752032, 41.876126
ERZURUM, OLTU, AYYILDIZ MAH., 40.435508, 42.065401
ERZURUM, OLTU, BAHÇECİK MAH., 40.541193, 42.055969
ERZURUM, OLTU, BAHÇELİKIŞLA MAH., 40.589203, 42.158376
ERZURUM, OLTU, BALLICA MAH., 40.508454, 41.856947
ERZURUM, OLTU, BAŞAKLI MAH., 40.457216, 41.799023
ERZURUM, OLTU, BAŞBAĞLAR MAH., 40.466972, 41.681892
ERZURUM, OLTU, CUMHURİYET MAH., 40.546120, 41.990445
ERZURUM, OLTU, ÇAMLIBEL MAH., 40.488299, 41.762633
ERZURUM, OLTU, ÇANAKPINAR MAH., 40.664601, 41.865580
ERZURUM, OLTU, ÇATAK MAH., 40.400615, 42.169147
ERZURUM, OLTU, ÇATALSÖĞÜT MAH., 40.406233, 42.004774
ERZURUM, OLTU, ÇAYÜSTÜ MAH., 40.459926, 42.114790
ERZURUM, OLTU, ÇENGELLİ MAH., 40.564092, 42.080951
ERZURUM, OLTU, DAĞDİBİ MAH., 40.664635, 42.157119
ERZURUM, OLTU, DAMARLITAŞ MAH., 40.416540, 42.023117
ERZURUM, OLTU, DEMİRTAŞ MAH., 40.409872, 41.735261
ERZURUM, OLTU, DEREBAŞI MAH., 40.647915, 41.902500
ERZURUM, OLTU, DOKUZDEĞİRMEN MAH., 40.429543, 42.128768
ERZURUM, OLTU, DURALAR MAH., 40.473078, 41.908411
ERZURUM, OLTU, ELMADÜZÜ MAH., 40.705993, 41.873134
ERZURUM, OLTU, ERDOĞMUŞ MAH., 40.548875, 41.854683
ERZURUM, OLTU, ESENYAMAÇ MAH., 40.630834, 41.829270
ERZURUM, OLTU, GÖKÇEDERE MAH., 40.610470, 41.990508
ERZURUM, OLTU, GÜNLÜCE MAH., ---, ---
ERZURUM, OLTU, GÜRYAPRAK MAH., 40.677432, 41.901153
ERZURUM, OLTU, GÜZELSU MAH., 40.619684, 42.018069
ERZURUM, OLTU, HALİTPAŞA MAH., 40.541022, 41.997425
ERZURUM, OLTU, İĞDELİ MAH., 40.543790, 41.835756
ERZURUM, OLTU, İNANMIŞ MAH., ---, ---
ERZURUM, OLTU, İNCİ MAH., 40.592860, 41.826826
ERZURUM, OLTU, İPEKÇAYIRI MAH., ---, ---
ERZURUM, OLTU, İRİAĞAÇ MAH., 40.690425, 42.151199
ERZURUM, OLTU, KALEBOĞAZI MAH., ---, ---
ERZURUM, OLTU, KARABEKİR MAH., 40.548114, 41.994209
ERZURUM, OLTU, KARATAŞ MAH., 40.667378, 42.196222
ERZURUM, OLTU, KAYAALTI MAH., 40.681980, 41.868149
ERZURUM, OLTU, KEMERKAYA MAH., 40.479520, 41.894164
ERZURUM, OLTU, KONUKSEVEN MAH., 40.490062, 42.124151
ERZURUM, OLTU, KÜÇÜKORUCUK MAH., ---, ---
ERZURUM, OLTU, NÜĞÜRCÜK MAH., 40.428513, 42.140428
ERZURUM, OLTU, OBAYAYLA MAH., 40.494006, 42.069839
ERZURUM, OLTU, ORUCUK MAH., 40.523489, 41.804566
ERZURUM, OLTU, ÖZDERE MAH., 40.415812, 41.728290
ERZURUM, OLTU, SAĞLICAK MAH., 40.693297, 42.165419
ERZURUM, OLTU, SARISAZ MAH., ---, ---
ERZURUM, OLTU, SUBATUK MAH., 40.567408, 41.928318
ERZURUM, OLTU, SÜLEYMANLI MAH., 40.415846, 42.154882
ERZURUM, OLTU, SÜLÜNKAYA MAH., 40.694774, 41.951414
ERZURUM, OLTU, ŞEHİTLER MAH., 40.541008, 41.993724
ERZURUM, OLTU, ŞENDURAK MAH., 40.571066, 41.965472
ERZURUM, OLTU, TEKELİ MAH., ---, ---
ERZURUM, OLTU, TOKLU MAH., 40.712337, 42.186170
ERZURUM, OLTU, TOPKAYNAK MAH., 40.555569, 42.048530
ERZURUM, OLTU, TOPRAKKALE MAH., 40.468928, 41.999339
ERZURUM, OLTU, TUTLU MAH., 40.641154, 42.063218
ERZURUM, OLTU, TUTMAÇ MAH., 40.439324, 41.712938
ERZURUM, OLTU, TUZLA MAH., 40.660441, 42.145566
ERZURUM, OLTU, ÜNLÜKAYA MAH., 40.442763, 41.967763
ERZURUM, OLTU, VİŞNELİ MAH., 40.580601, 42.100148
ERZURUM, OLTU, YARBAŞI MAH., 40.428328, 41.747676
ERZURUM, OLTU, YASİN HAŞİMOĞLU MAH., 40.542454, 41.980276
ERZURUM, OLTU, YAYLAÇAYIR MAH., 40.670982, 41.962499
ERZURUM, OLTU, YOLBOYU MAH., 40.648346, 42.146609
ERZURUM, OLTU, YUKARIÇAMLI MAH., 40.499794, 42.165958
ERZURUM, OLTU, YUKARIKUMLU MAH., 40.619390, 42.137949
ERZURUM, OLTU, YUSUF ZİYABEY MAH., 40.549971, 41.998072
ERZURUM, OLUR, AKBAYIR MAH., 40.828800, 42.042826
ERZURUM, OLUR, AKTEPE MAH., 40.833836, 42.131184
ERZURUM, OLUR, ALTUNKAYA MAH., 40.879841, 42.246537
ERZURUM, OLUR, AŞAĞIÇAYIRLI MAH., 40.876622, 42.277385
ERZURUM, OLUR, AŞAĞIKARACASU MAH., 40.835985, 42.246995
ERZURUM, OLUR, ATLI MAH., 40.900081, 42.038541
ERZURUM, OLUR, BEĞENDİK MAH., 40.905929, 42.234275
ERZURUM, OLUR, BEŞKAYA MAH., 40.848633, 41.966910
ERZURUM, OLUR, BOĞAZGÖREN MAH., 40.836456, 42.204334
ERZURUM, OLUR, BOZDOĞAN MAH., 40.881450, 42.085110
ERZURUM, OLUR, COŞKUNLAR MAH., 40.765489, 42.174968
ERZURUM, OLUR, ÇATAKSU MAH., 40.820223, 41.941820
ERZURUM, OLUR, EĞLEK MAH., 40.860767, 42.058439
ERZURUM, OLUR, EKİNLİK MAH., 40.876500, 42.209221
ERZURUM, OLUR, FİLİZLİ MAH., 40.864252, 42.272076
ERZURUM, OLUR, GÜNGÖRÜNDÜ MAH., 40.897606, 42.090554
ERZURUM, OLUR, ILIKAYNAK MAH., 40.866203, 42.139826
ERZURUM, OLUR, KABAN MAH., 40.786577, 42.239288
ERZURUM, OLUR, KALEDİBİ MAH., 40.724441, 42.178139
ERZURUM, OLUR, KARAKOÇLAR MAH., 40.925875, 42.082613
ERZURUM, OLUR, KEÇİLİ MAH., 40.887027, 41.959525
ERZURUM, OLUR, KEKİKLİ MAH., 40.940018, 41.984094
ERZURUM, OLUR, KÖPRÜBAŞI MAH., 40.778048, 42.135532
ERZURUM, OLUR, MERKEZ MAH., 40.826774, 42.133278
ERZURUM, OLUR, OĞUZKENT MAH., 40.928307, 42.073575
ERZURUM, OLUR, OLGUN MAH., 40.871345, 42.109616
ERZURUM, OLUR, OLURDERE MAH., 40.806825, 42.162518
ERZURUM, OLUR, ORMANAĞZI MAH., 40.743520, 42.081849
ERZURUM, OLUR, SARIBAŞAK MAH., 40.878654, 42.129100
ERZURUM, OLUR, SOĞUKGÖZE MAH., 40.884211, 42.268851
ERZURUM, OLUR, SÜNGÜBAYIR MAH., 40.889467, 42.095270
ERZURUM, OLUR, ŞALPAZARI MAH., 40.855427, 41.890418
ERZURUM, OLUR, TAŞGEÇİT MAH., 40.894321, 42.242620
ERZURUM, OLUR, TAŞLIKÖY MAH., 40.765557, 41.973386
ERZURUM, OLUR, UZUNHARMAN MAH., 40.867614, 42.183763
ERZURUM, OLUR, ÜRÜNLÜ MAH., 40.877597, 42.233044
ERZURUM, OLUR, YAYLABAŞI MAH., 40.855604, 42.181472
ERZURUM, OLUR, YEŞİL BAĞLAR MAH., 40.775993, 42.116605
ERZURUM, OLUR, YEŞİLBAĞLAR MAH., 40.815732, 42.161431
ERZURUM, OLUR, YILDIZKAYA MAH., 40.873690, 41.916514
ERZURUM, OLUR, YOLGÖZLER MAH., 40.793042, 42.056606
ERZURUM, OLUR, YUKARIÇAYIRLI MAH., 40.866080, 42.279739
ERZURUM, OLUR, YUKARIKARACASU MAH., 40.826009, 42.283943
ERZURUM, PALANDÖKEN, ABDURRAHMAN GAZİ MAH., 39.896405, 41.285960
ERZURUM, PALANDÖKEN, ADNAN MENDERES MAH., 39.883209, 41.252039
ERZURUM, PALANDÖKEN, ALİ BEZİRGAN MAH., 39.914254, 41.472297
ERZURUM, PALANDÖKEN, AZİZİYE MAH., 39.805501, 41.382546
ERZURUM, PALANDÖKEN, BÖREKLİ MAH., 39.840474, 41.184171
ERZURUM, PALANDÖKEN, ÇEPERLİ MAH., 39.881112, 41.420204
ERZURUM, PALANDÖKEN, DEREBOĞAZI MAH., 39.894052, 41.270868
ERZURUM, PALANDÖKEN, GÜLLÜ MAH., 39.896391, 41.432538
ERZURUM, PALANDÖKEN, GÜZELYURT MAH., 39.791130, 41.037459
ERZURUM, PALANDÖKEN, HANCIĞAZ MAH., 39.923751, 41.447764
ERZURUM, PALANDÖKEN, HÜSEYİN AVNİ ULAŞ MAH., 39.883714, 41.238412
ERZURUM, PALANDÖKEN, KONAKLI MAH., 39.801982, 41.189561
ERZURUM, PALANDÖKEN, KÜMBET MAH., 39.807344, 41.083470
ERZURUM, PALANDÖKEN, MÜFTÜ SOLAKZADE MAH., 39.888593, 41.269098
ERZURUM, PALANDÖKEN, NENE HATUN MAH., 39.938081, 41.366215
ERZURUM, PALANDÖKEN, SIĞIRLI MAH., 39.894551, 41.466629
ERZURUM, PALANDÖKEN, ŞEHİTLER MAH., 39.920175, 41.329950
ERZURUM, PALANDÖKEN, TAŞLIGÜNEY MAH., 39.807808, 41.119475
ERZURUM, PALANDÖKEN, TEKKEDERESİ MAH., 39.807067, 41.170122
ERZURUM, PALANDÖKEN, TEPEKÖY MAH., 39.850882, 41.192723
ERZURUM, PALANDÖKEN, TOPARLAK MAH., 39.899193, 41.399282
ERZURUM, PALANDÖKEN, UZUN AHMET MAH., 39.952684, 41.427301
ERZURUM, PALANDÖKEN, YAĞMURCUK MAH., 39.772777, 41.112854
ERZURUM, PALANDÖKEN, YIKILGAN MAH., 39.887769, 41.404169
